Tên sản phẩm,Link sản phẩm,Giá,Số đã bán,Doanh thu,Ngành hàng,Thương hiệu,Giá phân loại cao nhất,Giá phân loại nhỏ nhất,Link shop,Mã sản phẩm,Ngành hàng cấp 1,Ngành hàng cấp 2,Ngành hàng cấp 3,Ngày bắt đầu bán,Số lượt xem sản phẩm,Số đánh giá,Thumbnail,Tên shop,Tổng doanh số,Tổng số đánh giá,Tổng số đã bán
Điện thoại di động Samsung Galaxy Z Flip5 8GB/512GB - Chính hãng hàng lướt,https://beeco.st/1HPZwzB.M4va5,27890000,30,836700000,Điện Thoại & Máy Tính Bảng,samsung,27890000,27890000,https://shopee.vn/shop/370383109,1__18682457931__370383109,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljuz9jzdl14y5c,TECHHOUSE VIETNAM,836700000,21,30
"Điện thoại Samsung Galaxy A14 - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",https://beeco.st/1MCZn3f.45QKS,3360000,237,833620000,Điện Thoại & Máy Tính Bảng,samsung,3360000,3360000,https://shopee.vn/shop/68527388,1__23833022697__68527388,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfkobq3vo67p7e,HAPPY PHONE MALL,1537928000,111,434
ĐIỆN THOẠI SAMSUNG S23 PLUS 8GB/256GB | 12GB/512GB,https://beeco.st/1FH4g-s.o7Eyj,17500000,44,814000000,Điện Thoại & Máy Tính Bảng,samsung,17500000,17500000,https://shopee.vn/shop/840757037,1__16392564662__840757037,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-mgriknoorbnv59,CGI mobile,2342901000,49,126
Điện Thoại Samsung Galaxy S23 5G - Hàng Chính Hãng,https://beeco.st/1HUwatY.82BwN,14590000,35,804650000,Điện Thoại & Máy Tính Bảng,samsung,22990000,14590000,https://shopee.vn/shop/134790807,1__18772282850__134790807,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-w0bo8b5lr2mvfd,ALL_Store,804650000,7,35
Điện thoại Samsung Galaxy Z Fold 4 5G - Hàng chính hãng - Mới 100% Nguyên Seal,https://beeco.st/1HSzgiw.pH-I,26500000,17,786740000,Điện Thoại & Máy Tính Bảng,samsung,53790000,26500000,https://shopee.vn/shop/13442962,1__18739538746__13442962,,,,2022-08,,,https://cf.shopee.vn/file/a0204ee155bacfb844c70f0ade5de8d9,Bichngocmobile,4149800000,36,93
Điện thoại Xiaomi Redmi note 12 pro 5g ram 8/256 chính hãng,https://beeco.st/1GgflmP.FEW90,8259000,94,776376000,Điện Thoại & Máy Tính Bảng,xiaomi,8259000,8259000,https://shopee.vn/shop/255459904,1__17895455769__255459904,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljo2sgcchy2cd5,mifones,1403916000,44,170
Điện thoại Xiaomi Redmi Note 12 Turbo | Snapdragon 7+ gen 2 | 6.67 inches 68 tỷ màu |,https://beeco.st/1HbrECz.DOXTn,6200000,116,766060000,Điện Thoại & Máy Tính Bảng,xiaomi,6500000,6200000,https://shopee.vn/shop/224532337,1__18888319805__224532337,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lh46quzz1ofnc1,ĐIỆN THOẠI GIÁ RẺ - HÀ NỘI,2329080000,151,350
Điện thoại Samsung Galaxy Z Fold5 5G 512GB,https://beeco.st/1K6xgfd.3wD4m,38090000,17,753830000,Điện Thoại & Máy Tính Bảng,samsung,38090000,38090000,https://shopee.vn/shop/65589552,1__21591140967__65589552,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lkgj6oz1mf8of1,SAMSUNG OFFICIAL STORE,753830000,4,17
[Mã CBEL99 giảm 10% đơn 500K] Điện thoại Xiaomi Redmi 9A 2GB/32GB - Màn hình 6.53  HD+ Camera 13MP Pin 5000 mAh,https://beeco.st/1GNrLZP.lhR5j,2490000,399,752810000,Điện Thoại & Máy Tính Bảng,xiaomi,2490000,2490000,https://shopee.vn/shop/799912301,1__17579727065__799912301,,,,2022-07,,,https://cf.shopee.vn/file/3648c85836f7b1158f9ed76aa708e331,Xiaomi Official Global Store,2823501000,249,1482
Điện Thoại SS Galaxy Note 20 Ultra (8GB/256GB) Chính hãng,https://beeco.st/1JYhk0W.Fx3Ua,24500000,30,735000000,Điện Thoại & Máy Tính Bảng,,24500000,24500000,https://shopee.vn/shop/267138980,1__20982980640__267138980,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lkhhroky0sd8fe,TechhouseHN3,735000000,15,30
"Điện thoại Samsung Galaxy A34 5G ( 8GB - 128GB ) - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",https://www.lazada.vn/products/ien-thoai-samsung-galaxy-a34-5g--8gb---128gb----hang-chinh-hang-moi-100-bao-hanh-12-thang-i2232879162.html,6349000,109,729101000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/happy-phone,2__2232879162,,,,2023-03,,,https://vn-live-01.slatic.net/p/f94e718639bb6fe81cb13f39f2f3f3b0.jpg,HAPPY PHONE,2395243000,91,358
Điện thoại Apple iPhone 14 Plus 128GB - Chính hãng VN/A,https://beeco.st/1HleI4V.T1tU9,22049000,31,725308000,Điện Thoại & Máy Tính Bảng,apple,31990000,22049000,https://shopee.vn/shop/487028617,1__19052699935__487028617,,,,2022-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnquuv8av7oe4,Minh Tuấn Mobile Official,1662588000,18,71
Điện thoại Apple iPhone 14 Pro 128GB - Chính hãng VN,https://beeco.st/1HleMcP.T1tU9,24960000,28,724080000,Điện Thoại & Máy Tính Bảng,apple,25270000,24960000,https://shopee.vn/shop/487028617,1__19052718489__487028617,,,,2022-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnthemr6quteb,Minh Tuấn Mobile Official,3851695000,47,149
"Điện thoại Samsung Galaxy S8 2sim ram 4G/64G mới, Chính Hãng, chơi PUBG/FREE FIRE mượt - GGS 04",https://beeco.st/13OLyCn.6SQBQ,1100000,120,720000000,Điện Thoại & Máy Tính Bảng,samsung,2099000,1100000,https://shopee.vn/shop/108110554,1__3629630257__108110554,,,,2020-04,,,https://cf.shopee.vn/file/vn-11134201-23020-fntyy414s2nvdc,smartphonegiasi,2939625300,56,518
Điện thoại di động Samsung Galaxy S20 FE 256GB - Chính hãng,https://beeco.st/1KjreeX.lecMG,7290000,96,696510000,Điện Thoại & Máy Tính Bảng,samsung,7740000,7290000,https://shopee.vn/shop/799171984,1__22243871265__799171984,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lhcvzt0uyiia59,Hoàng Hà Mobile Official Store,4550940000,149,625
Điện Thoại Samsung Galaxy S23 Ultra 5G - Hàng Chính Hãng,https://beeco.st/1FYyYND.82BwN,21300000,22,692590000,Điện Thoại & Máy Tính Bảng,samsung,44990000,21300000,https://shopee.vn/shop/134790807,1__16692422093__134790807,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-kzgeifrdu2mv43,ALL_Store,2046120000,11,65
Điện Thoại Apple iPhone 13 128Gb,https://beeco.st/1BIYQQW.T1tU9,16770000,38,687750000,Điện Thoại & Máy Tính Bảng,apple,17080000,16770000,https://shopee.vn/shop/487028617,1__12122171040__487028617,,,,2021-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnvfn197qt1ad,Minh Tuấn Mobile Official,6843220000,119,366
"Điện thoại Xiaomi Redmi Note 12 - Hàng Chính Hãng, mới 100%, Bảo hành 18 tháng",https://beeco.st/1Dn-YoZ.45QKS,3919000,169,683420000,Điện Thoại & Máy Tính Bảng,xiaomi,4790000,3919000,https://shopee.vn/shop/68527388,1__14797122723__68527388,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljp3mowtk1pwb7,HAPPY PHONE MALL,3801432000,307,938
Điện thoại Xiaomi Mi 11 Pro Ram 8GB/128 Hàng Nhập Khẩu,https://beeco.st/1JbDIm6.KIWYu,9990000,62,647440000,Điện Thoại & Máy Tính Bảng,xiaomi,9990000,9990000,https://shopee.vn/shop/340396216,1__21025336326__340396216,,,,2022-07,,,https://cf.shopee.vn/file/bbd047c0df464c472e7b34b1713ef6cb,starmobile3688,814640000,28,78
Điện Thoại Samsung Galaxy S23 Plus ( S23+ ) - Hàng chính hãng mới 100% New Seal,https://beeco.st/1KBsScT.2ufyT,18490000,35,646410000,Điện Thoại & Máy Tính Bảng,samsung,29990000,18490000,https://shopee.vn/shop/48406301,1__21673658781__48406301,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-23030-gbh1k4qs0novb1,SHOPSAMSUNG.VN LINHPHUKIEN.VN,2739939000,53,148
Điện Thoại Samsung Galaxy S23 - Hàng chính hãng mới 100% New Seal,https://beeco.st/1I-NJAd.2ufyT,16890000,41,638072000,Điện Thoại & Máy Tính Bảng,samsung,16890000,16890000,https://shopee.vn/shop/48406301,1__20373648039__48406301,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-23030-wvru92ugaoov1d,SHOPSAMSUNG.VN LINHPHUKIEN.VN,3293438000,83,214
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB - 8GB/512GB _ Hàng Chính Hãng,https://beeco.st/1LfkhlE.8kc8_,21990000,29,637710000,Điện Thoại & Máy Tính Bảng,samsung,36990000,21990000,https://shopee.vn/shop/146432575,1__23248681934__146432575,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljdotimhtaky3e,HAOSTORESG,923580000,20,42
Điện thoại Xiaomi Redmi Note 12 AMOLED 6.67  FHD+| Snapdragon® 685| 5000mAh,https://www.lazada.vn/products/ien-thoai-xiaomi-redmi-note-12-amoled-667-fhd-snapdragon-685-5000mah-i2264815504.html,3950000,161,635950000,Điện Thoại & Máy Tính Bảng,xiaomi,,,https://www.lazada.vn/hsresell,2__2264815504,,,,2023-04,,,https://vn-live-01.slatic.net/p/56bbfb38f5013a2e7df6c05d28b77cf1.png,HSResell,663600000,5,168
Điện Thoại Samsung Galaxy Z Fold4 - Hàng Chính Hãng,https://beeco.st/1HkVyvU.82BwN,40990000,15,614850000,Điện Thoại & Máy Tính Bảng,samsung,44490000,40990000,https://shopee.vn/shop/134790807,1__19033738846__134790807,,,,2022-08,,,https://cf.shopee.vn/file/7563991ef69ccf138324a9ab8d161d0b,ALL_Store,3238210000,13,79
"Điện thoại Samsung S8 chính hãng 2sim mới 99% ram 4/64G, màn 5.8inch, Camera siêu chất - GGS 03",https://beeco.st/153e2Yg.6SQBQ,998000,100,600000000,Điện Thoại & Máy Tính Bảng,samsung,2099000,998000,https://shopee.vn/shop/108110554,1__5429536938__108110554,,,,2020-04,,,https://cf.shopee.vn/file/vn-11134201-23020-jmfyt71t4ynv8c,smartphonegiasi,2939476000,53,500
Điện thoại Xiaomi Redmi Note 12 Turbo (Bảo Hành Vàng MobileCity 12 Tháng) - Chip Snapdragon 7+ Gen 2,https://beeco.st/1LP5Xqs.BcwG0,6350000,86,592150000,Điện Thoại & Máy Tính Bảng,xiaomi,6650000,6350000,https://shopee.vn/shop/194749440,1__22969457974__194749440,,,,2023-05,,,https://cf.shopee.vn/file/sg-11134201-7qvfe-lhehvdv0lw5341,Tai Nghe - Đồng Hồ chính hãng,640450000,40,93
Điện thoại xiaomi redmi k60 Snapdragon 8+ Gen 1 nguyên seal bảo hành 12 tháng Mifones,https://beeco.st/1LRq4aX.FEW90,7759000,67,591153000,Điện Thoại & Máy Tính Bảng,xiaomi,8189000,7759000,https://shopee.vn/shop/255459904,1__23015213345__255459904,,,,2022-12,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljf2pgeiep70cf,mifones,1927294000,78,218
Điện Thoại Samsung Galaxy S23 Plus - Hàng Chính Hãng,https://beeco.st/1IiPi0q.82BwN,26990000,22,566810000,Điện Thoại & Máy Tính Bảng,samsung,29990000,26990000,https://shopee.vn/shop/134790807,1__20072284212__134790807,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-oicngn99t2mv23,ALL_Store,593800000,6,23
"Điện thoại Samsung Galaxy S7 Edge máy Chính Hãng ram 4G/32G, màn hình 5.5inch, Camera siêu nét - GGS 05",https://beeco.st/11gZocW.6SQBQ,498000,122,559380000,Điện Thoại & Máy Tính Bảng,samsung,1599000,498000,https://shopee.vn/shop/108110554,1__1787767200__108110554,,,,2018-12,,,https://cf.shopee.vn/file/1e00a4615f6e327b3d9e5c57dfea8872,smartphonegiasi,2857689060,61,598
Điện thoại Apple iPhone 14 Plus 128GB,https://beeco.st/1J-VhU3.5GTdF,21390000,24,554760000,Điện Thoại & Máy Tính Bảng,apple,27990000,21390000,https://shopee.vn/shop/88201679,1__21449586563__88201679,,,,2022-09,,,https://cf.shopee.vn/file/0982de1d517eed28495a9bbcaced5881,Apple Flagship Store,5553880000,80,232
"Điện thoại Chính Hãng Samsung Galaxy S8 64G ram 4G, màn 5.8inch, Cày Game chất - GGS 04",https://beeco.st/15cTN8R.6SQBQ,496000,150,554400000,Điện Thoại & Máy Tính Bảng,samsung,1849000,496000,https://shopee.vn/shop/108110554,1__6013940251__108110554,,,,2020-01,,,https://cf.shopee.vn/file/vn-11134201-23020-h3rfh8zq4ynv21,smartphonegiasi,1957234240,61,559
Điện thoại Realme GT Neo 5 5G Rom Quốc Tế Snapdragon 8+ Gen 1- Hàng nhập khẩu,https://beeco.st/1Kp3KHC.gIjbk,9190000,54,537500000,Điện Thoại & Máy Tính Bảng,realme,9190000,9190000,https://shopee.vn/shop/709548398,1__22331343948__709548398,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134201-23030-n9w3ri8t6jovd8,Shop Online 24 Hà Nội,2418440000,113,243
"[Chính hãng] điện thoại Samsung Galaxy S8 Plus ram 4G/64G mới, Cấu hình Cao, Cày Game chất - GGS 01",https://beeco.st/164Gj_t.6SQBQ,858600,110,504900000,Điện Thoại & Máy Tính Bảng,samsung,2090000,858600,https://shopee.vn/shop/108110554,1__6513942519__108110554,,,,2020-01,,,https://cf.shopee.vn/file/vn-11134201-23020-bsuf80w13ynv19,smartphonegiasi,2173869060,50,488
Điện Thoại Samsung Galaxy S23 Ultra 5G 8GB/128GB Đen,https://beeco.st/1Ggo0sc.m_-SK,24000000,20,500000000,Điện Thoại & Máy Tính Bảng,samsung,24000000,24000000,https://shopee.vn/shop/822077204,1__17897622950__822077204,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lhd2zc8w5yyaec,TEK Official,1773000000,33,71
"Điện thoại Samsung Galaxy S23 - Hàng Chính Hãng, Mới 100%, Nguyên seal",https://beeco.st/1JS5nwp.45QKS,15950000,31,498460000,Điện Thoại & Máy Tính Bảng,samsung,22990000,15950000,https://shopee.vn/shop/68527388,1__20872371891__68527388,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lld7of25x7zq58,HAPPY PHONE MALL,1621350000,44,102
Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,https://tiki.vn/ien-thoai-samsung-galaxy-s20-fe-8gb256gb---hang-chinh-hang---a-kich-hoat-bao-hanh-ien-tu-p175845367.html?spid=175845371,7330000,59,498210000,Điện Thoại & Máy Tính Bảng,samsung,,,https://tiki.vn/cua-hang/tiki-trading,3__175845367__175845371,,,,2022-04,,,https://salt.tikicdn.com/cache/280x280/ts/product/c6/54/f8/d35de848a3822e06338a0db67cee30e4.jpg,Tiki Trading,4602705000,165,529
Điện thoại Xiaomi Redmi Note 12 Turbo Snapdragon 7+ Gen 2  Mifones,https://beeco.st/1IEy0Nj.FEW90,6469000,72,492188000,Điện Thoại & Máy Tính Bảng,xiaomi,6709000,6469000,https://shopee.vn/shop/255459904,1__19577964013__255459904,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljf146bg7r4c7d,mifones,2719619000,166,395
Điện Thoại Samsung A14 4GB/128GB - Hàng Chính Hãng,https://beeco.st/1JGN3v4.BWjRr,3329000,141,487789000,Điện Thoại & Máy Tính Bảng,samsung,3329000,3329000,https://shopee.vn/shop/193124085,1__20675575364__193124085,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-23030-ztllf7jpsfovd6,Điện Thoại Chính Hãng HồngHạnh,841437000,85,242
Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng chính hãng,https://beeco.st/1B4EzxP.cUOfX,7330000,57,468460000,Điện Thoại & Máy Tính Bảng,samsung,7330000,7330000,https://shopee.vn/shop/645499489,1__11882192601__645499489,,,,2022-01,,,https://cf.shopee.vn/file/7454b50c46e344474748138a48efab9e,SamCenter Official Store,9227600000,289,1058
"Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - Màn hình sống động, sắc nét, camera đỉnh cao",https://beeco.st/1KXMng-.2RUfs,6299000,71,461199000,Điện Thoại & Máy Tính Bảng,samsung,6299000,6299000,https://shopee.vn/shop/40757878,1__22034455230__40757878,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llaf2uzubq2w28,Long Hưng Mobile,724941000,23,111
"điện thoại Samsung Galaxy S8 Plus ram 4G/64G mới zin Chính Hãng, chơi PUBG/Free Fire mượt - GGS 04",https://beeco.st/16CWmaR.6SQBQ,972000,92,460000000,Điện Thoại & Máy Tính Bảng,samsung,2106000,972000,https://shopee.vn/shop/108110554,1__6652365083__108110554,,,,2020-09,,,https://cf.shopee.vn/file/vn-11134201-23020-4hx1m3b93ynv33,smartphonegiasi,2767717530,64,565
Điện thoại Samsung Galaxy Z Flip5,https://beeco.st/1L1cEn0.8kc8_,19990000,20,457440000,Điện Thoại & Máy Tính Bảng,samsung,19990000,19990000,https://shopee.vn/shop/146432575,1__22575377472__146432575,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lju0ar8qr6b86e,HAOSTORESG,457440000,6,20
"Điện thoại Samsung Galaxy S8 Plus ram 4G/64G chính hãng mới,, pin 3500mah, màn hình 6.2inch - GGS 03",https://beeco.st/12xQ3Z1.6SQBQ,1104300,103,453097000,Điện Thoại & Máy Tính Bảng,samsung,2184300,1104300,https://shopee.vn/shop/108110554,1__3144169665__108110554,,,,2020-04,,,https://cf.shopee.vn/file/ebb3c2637ad777697578b879a0d54fb2,smartphonegiasi,2812260650,69,653
"Điện thoại VERTU V5 PRO , thiết kế sang trọng và đẳng cấp , cầm chắc tay , thân vỏ kim loại kèm da bò thật , bảo hành 2 năm",https://www.lazada.vn/products/ien-thoai-vertu-v5-pro--thiet-ke-sang-trong-va-ang-cap--cam-chac-tay--than-vo-kim-loai-kem-da-bo-that--bao-hanh-2-nam-i2398451284.html,790000,571,451090000,Điện Thoại & Máy Tính Bảng,vertu,,,https://www.lazada.vn/mc-luxury-phone,2__2398451284,,,,2023-08,,,https://vn-live-01.slatic.net/p/d08c4145bcd5452da8f0b6a2c7228407.jpg,MC LUXURY PHONE,451090000,93,571
Điện thoại gaming ASUS ROG Phone 7 (16GB/512GB) - Chính hãng,https://beeco.st/1LxhrbZ.M4va5,26190000,17,445230000,Điện Thoại & Máy Tính Bảng,asus,26190000,26190000,https://shopee.vn/shop/370383109,1__23549925731__370383109,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljv18orhstmqa7,TECHHOUSE VIETNAM,628560000,14,24
Điện Thoại Redmi K60 E K60E 12/256Gb,https://beeco.st/1LJMmOo.A48be,6590000,67,440930000,Điện Thoại & Máy Tính Bảng,redmi,6890000,6590000,https://shopee.vn/shop/168855912,1__22873310770__168855912,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lj3fqt4qythu99,HOÀNG TÌNH MOBILE,487288000,11,73
"điện thoại Xiaomi Redmi Note 8 Pro 2sim ram 8G/128G, máy Chính Hãng, màn hình 6.53inch, Bảo hành 12 tháng - BCC 05",https://beeco.st/1EPFQdr.1VwY8,1299000,190,439310000,Điện Thoại & Máy Tính Bảng,xiaomi,3299000,1299000,https://shopee.vn/shop/25143432,1__15455857141__25143432,,,,2022-02,,,https://cf.shopee.vn/file/2ccf9f6ce708867d87bd200df94732d3,baochaustore2017,882296000,23,374
"điện thoại LG V60 ThinQ 5G ram 8G /28G máy Chính Hãng, Camera sau: Chính 64 MP & Phụ 13 MP, TOF 3D, cày Game chất GGS 04",https://beeco.st/1GZjNBv.6SQBQ,1749000,133,438634000,Điện Thoại & Máy Tính Bảng,lg,3799000,1749000,https://shopee.vn/shop/108110554,1__17778963193__108110554,,,,2022-07,,,https://cf.shopee.vn/file/f24594a0d002ab845d2444e35142d3dd,smartphonegiasi,1376876180,53,418
"Điện thoại Samsung Galaxy S8 ram 4G bộ nhớ 64G 2sim mới Chính Hãng, màn 5.8inch, Camera siêu nét - GGS 05",https://beeco.st/12xQ3zC.6SQBQ,997000,73,438000000,Điện Thoại & Máy Tính Bảng,samsung,2097000,997000,https://shopee.vn/shop/108110554,1__3144171340__108110554,,,,2020-04,,,https://cf.shopee.vn/file/vn-11134201-23020-81qf7mj0s2nvec,smartphonegiasi,3251927770,65,564
"điện thoại Xiaomi 11 Lite 5G -Xiaomi-Mi11 Lite 5G NE 2sim Chính Hãng ram 8G/128G, cân mọi Game siêu mượt - BCC 05",https://beeco.st/1I6WxLX.1VwY8,2249000,146,437562000,Điện Thoại & Máy Tính Bảng,xiaomi,4499000,2249000,https://shopee.vn/shop/25143432,1__19436647777__25143432,,,,2022-08,,,https://cf.shopee.vn/file/1c5cfd1e524c9896ac50188693c0926f,baochaustore2017,533466000,6,178
Điện Thoại Xiaomi 12T | Màn hình OLED Full HD 6.67 ,https://beeco.st/1KVs_NS.pH-I,10200000,42,430300000,Điện Thoại & Máy Tính Bảng,xiaomi,12200000,10200000,https://shopee.vn/shop/13442962,1__22009345500__13442962,,,,2022-12,,,https://cf.shopee.vn/file/sg-11134201-22120-9ashpmvj5qkve2,Bichngocmobile,958533000,34,91
"điện thoại Vertu Porsche Caymans V8 một chiếc điện thoại độc sở hữu thiết kế đẹp mắt và sang trọng , thiết kế nhỏ gọn, trọng lượng nhẹ , bảo hành 24 tháng",https://www.lazada.vn/products/ien-thoai-vertu-porsche-caymans-v8-mot-chiec-ien-thoai-oc-so-huu-thiet-ke-ep-mat-va-sang-trong--thiet-ke-nho-gon-trong-luong-nhe--bao-hanh-24-thang-i2398121993.html,739000,571,421969000,Điện Thoại & Máy Tính Bảng,vertu,,,https://www.lazada.vn/mc-luxury-phone,2__2398121993,,,,2023-08,,,https://vn-live-01.slatic.net/p/71bf428ebc338ce5e042aec97eb400ae.jpg,MC LUXURY PHONE,421969000,93,571
Điện thoại Samsung Galaxy S23 Ultra Exclusixe,https://beeco.st/1GxPeZT.2APS5,21990000,19,417810000,Điện Thoại & Máy Tính Bảng,samsung,29490000,21990000,https://shopee.vn/shop/36280069,1__18176444637__36280069,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lf54keesdeve67,TechGearVN,1253430000,18,57
"điện thoại Oppo K1 2sim ram 8G/512G mới Chính hãng, Vân tay trong Màn hình, Chiến Game nặng siêu mạnh - BNN 01",https://beeco.st/13zOzKE.gdLd,599000,105,416599000,Điện Thoại & Máy Tính Bảng,oppo,1898000,599000,https://shopee.vn/shop/11171175,1__4251178254__11171175,,,,2020-09,,,https://cf.shopee.vn/file/b05d5a360639c510f5237f09507aa86a,Baongocstore2016,3179778000,22,853
Điện Thoại Samsung Galaxy Z Flip5 5G 8GB/512GB Chính Hãng,https://beeco.st/1ML4ptT.ILvFA,22990000,18,413820000,Điện Thoại & Máy Tính Bảng,,22990000,22990000,https://shopee.vn/shop/307729354,1__23975902685__307729354,,,,2023-08,,,https://cf.shopee.vn/file/sg-11134201-7qveh-lk232g9nh8s74a,Táo Xanh Mobileonline,413820000,8,18
Điện thoại Realme GT neo 5 Snapdragon 8+ Gen 1 Mifones,https://beeco.st/1L4Yk8z.FEW90,9491000,44,408934000,Điện Thoại & Máy Tính Bảng,realme,9491000,9491000,https://shopee.vn/shop/255459904,1__22624789053__255459904,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljf146bg6cjwd0,mifones,1224150000,32,130
"điện thoại Samsung Galaxy S8 Plus 64G mới Chính Hãng, màn 6.2inch, Cày Game Nặng chất - GGS 05",https://beeco.st/154_911.6SQBQ,1099000,80,400000000,Điện Thoại & Máy Tính Bảng,samsung,2099000,1099000,https://shopee.vn/shop/108110554,1__5452369985__108110554,,,,2020-09,,,https://cf.shopee.vn/file/vn-11134201-23020-bkgnxh60vznv1d,smartphonegiasi,1921329300,45,395
